115711,ncbigene,10,ensembl_gene,ENSG00000156006
115712,ncbigene,100,ensembl_gene,ENSG00000196839
115713,ncbigene,1000,ensembl_gene,ENSG00000170558
115714,ncbigene,1001,ensembl_gene,ENSG00000062038
115715,ncbigene,1002,ensembl_gene,ENSG00000179242
115716,ncbigene,1004,ensembl_gene,ENSG00000113361
115717,ncbigene,1005,ensembl_gene,ENSG00000081138
115718,ncbigene,1006,ensembl_gene,ENSG00000150394
115719,ncbigene,1007,ensembl_gene,ENSG00000113100
115720,ncbigene,1008,ensembl_gene,ENSG00000040731
115721,ncbigene,101,ensembl_gene,ENSG00000151651
115722,ncbigene,1010,ensembl_gene,ENSG00000154162
115723,ncbigene,1013,ensembl_gene,ENSG00000129910
115724,ncbigene,1014,ensembl_gene,ENSG00000166589
115725,ncbigene,1015,ensembl_gene,ENSG00000079112
115726,ncbigene,1016,ensembl_gene,ENSG00000145526
115727,ncbigene,1017,ensembl_gene,ENSG00000123374
115728,ncbigene,1018,ensembl_gene,ENSG00000250506
115729,ncbigene,1020,ensembl_gene,ENSG00000164885
115730,ncbigene,1021,ensembl_gene,ENSG00000105810
115731,ncbigene,1022,ensembl_gene,ENSG00000134058
115732,ncbigene,1024,ensembl_gene,ENSG00000132964
115733,ncbigene,1025,ensembl_gene,ENSG00000136807
115734,ncbigene,1028,ensembl_gene,ENSG00000129757
115735,ncbigene,1029,ensembl_gene,ENSG00000147889
115736,ncbigene,1031,ensembl_gene,ENSG00000123080
115737,ncbigene,1032,ensembl_gene,ENSG00000129355
115738,ncbigene,1033,ensembl_gene,ENSG00000100526
115739,ncbigene,1036,ensembl_gene,ENSG00000129596
115740,ncbigene,1039,ensembl_gene,ENSG00000140743
115741,ncbigene,1041,ensembl_gene,ENSG00000204539
115742,ncbigene,1043,ensembl_gene,ENSG00000169442
115743,ncbigene,1044,ensembl_gene,ENSG00000113722
115744,ncbigene,1045,ensembl_gene,ENSG00000165556
115745,ncbigene,1046,ensembl_gene,ENSG00000131264
115746,ncbigene,1047,ensembl_gene,ENSG00000153132
115747,ncbigene,1048,ensembl_gene,ENSG00000105388
115748,ncbigene,105,ensembl_gene,ENSG00000185736
115749,ncbigene,1050,ensembl_gene,ENSG00000245848
115750,ncbigene,1053,ensembl_gene,ENSG00000092067
115751,ncbigene,1056,ensembl_gene,ENSG00000170835
115752,ncbigene,1058,ensembl_gene,ENSG00000115163
115753,ncbigene,1059,ensembl_gene,ENSG00000125817
115754,ncbigene,1060,ensembl_gene,ENSG00000145241
115755,ncbigene,1062,ensembl_gene,ENSG00000138778
115756,ncbigene,1063,ensembl_gene,ENSG00000117724
115757,ncbigene,1066,ensembl_gene,ENSG00000198848
115758,ncbigene,1068,ensembl_gene,ENSG00000177143
115759,ncbigene,107,ensembl_gene,ENSG00000164742
115760,ncbigene,1070,ensembl_gene,ENSG00000153140
115761,ncbigene,1071,ensembl_gene,ENSG00000087237
115762,ncbigene,108,ensembl_gene,ENSG00000078295
115763,ncbigene,1080,ensembl_gene,ENSG00000001626
115764,ncbigene,1081,ensembl_gene,ENSG00000135346
115765,ncbigene,1082,ensembl_gene,ENSG00000104827
115766,ncbigene,1084,ensembl_gene,ENSG00000170956
115767,ncbigene,1087,ensembl_gene,ENSG00000007306
115768,ncbigene,1088,ensembl_gene,ENSG00000124469
115769,ncbigene,1089,ensembl_gene,ENSG00000105352
115770,ncbigene,1101,ensembl_gene,ENSG00000136457
115771,ncbigene,1104,ensembl_gene,ENSG00000180198
115772,ncbigene,1105,ensembl_gene,ENSG00000153922
115773,ncbigene,1109,ensembl_gene,ENSG00000198610
115774,ncbigene,1111,ensembl_gene,ENSG00000149554
115775,ncbigene,1113,ensembl_gene,ENSG00000100604
115776,ncbigene,1114,ensembl_gene,ENSG00000089199
115777,ncbigene,1116,ensembl_gene,ENSG00000133048
115778,ncbigene,1117,ensembl_gene,ENSG00000064886
115779,ncbigene,1118,ensembl_gene,ENSG00000133063
115780,ncbigene,1119,ensembl_gene,ENSG00000110721
115781,ncbigene,1122,ensembl_gene,ENSG00000203668
115782,ncbigene,1123,ensembl_gene,ENSG00000128656
115783,ncbigene,1124,ensembl_gene,ENSG00000106069
115784,ncbigene,1124,ensembl_gene,ENSG00000285162
115785,ncbigene,1130,ensembl_gene,ENSG00000143669
